GSTIN,SUPPLIER,INVNO,TYPE,INVDATE,INVAMT,STATE,REV,TAX,TAXABUL,IGST,CGST,SGST,CSS,STATUS,MON
37AAACP5335J1ZB,PANACEA BIOTEC LIMITED,1936101824,R,09-01-2020,8899,Andhra Pradesh,N,5,512,0,12.8,12.8,0,Submitted,Jan-20
36AAACF3120H1Z5,FERRING PHARMACEUTICALS P RIVATE LIMITED,INTG04681,R,21-01-2020,42731.65,Andhra Pradesh,N,5,8180.1,409,0,0,0,Submitted,Jan-20
36AAACH7412G1ZU,EMAMI LIMITED,DS3600014667,R,25-01-2020,31676,Andhra Pradesh,N,5,5043.37,252.17,0,0,0,Submitted,Jan-20
37AIVPM2843C3ZZ,BALARAMAN MOHANKUMAR,PS1920/00344,R,30-01-2020,15767,Andhra Pradesh,N,5,1282,0,32.05,32.05,0,Submitted,Jan-20
37AAACP5335J1ZB,PANACEA BIOTEC LIMITED,1936101824,R,09-01-2020,8899,Andhra Pradesh,N,12,7465,0,447.9,447.9,0,Submitted,Jan-20
37ARBPK9693B1ZL,CHALUVADI  KAMALAKUMARI,Umagts00520,R,07-01-2020,9712.76,Andhra Pradesh,N,12,8672.1,0,520.33,520.33,0,Submitted,Jan-20
37ARBPK9693B1ZL,CHALUVADI  KAMALAKUMARI,Umagts00543,R,27-01-2020,11944.92,Andhra Pradesh,N,12,7939.3,0,476.36,476.36,0,Submitted,Jan-20
36AAACF3120H1Z5,FERRING PHARMACEUTICALS P RIVATE LIMITED,INTG04681,R,21-01-2020,42731.65,Andhra Pradesh,N,12,30484.41,3658.13,0,0,0,Submitted,Jan-20
36AAACF3120H1Z5,FERRING PHARMACEUTICALS P RIVATE LIMITED,INTG04702,R,28-01-2020,75250.82,Andhra Pradesh,N,12,67188.23,8062.59,0,0,0,Submitted,Jan-20
36AAACF3120H1Z5,FERRING PHARMACEUTICALS P RIVATE LIMITED,INTG04704,R,28-01-2020,39570.64,Andhra Pradesh,N,12,35330.93,4239.71,0,0,0,Submitted,Jan-20
37AAACA5579P1Z0,AJANTA PHARMA LIMITED,8054700000,R,06-01-2020,22462,Andhra Pradesh,N,12,20055.36,0,1203.32,1203.32,0,Submitted,Jan-20
37AAACA5579P1Z0,AJANTA PHARMA LIMITED,8054700115,R,21-01-2020,35647.99,Andhra Pradesh,N,12,31828.56,0,1909.72,1909.72,0,Submitted,Jan-20
37AAACA5579P1Z0,AJANTA PHARMA LIMITED,8054700148,R,24-01-2020,58387.97,Andhra Pradesh,N,12,52132.12,0,3127.93,3127.93,0,Submitted,Jan-20
37AAACA5579P1Z0,AJANTA PHARMA LIMITED,8054700207,R,28-01-2020,31268.03,Andhra Pradesh,N,12,27917.88,0,1675.06,1675.06,0,Submitted,Jan-20
37AAACA5579P1Z0,AJANTA PHARMA LIMITED,8054700311,R,29-01-2020,12118,Andhra Pradesh,N,12,10819.64,0,649.18,649.18,0,Submitted,Jan-20
37ACHPV0278Q1ZP,CHINNA KASI RAO  VISWANADHUNI,SR06944,R,10-01-2020,2953,Andhra Pradesh,N,12,2636.92,0,158.22,158.22,0,Submitted,Jan-20
